date,dem_ratio,gop_ratio
1/1/23,0.002457002,0.012139605462822459
1/2/23,0.001730104,0.003646308
1/3/23,0.001932367,0.007251154
1/4/23,0.001733102,0.008547009
1/5/23,0.001126126,0.009314141
1/6/23,0.002546689,0.005867014
1/7/23,0,0.005868545
1/8/23,0.002398082,0.005108557
1/9/23,0.001776199,0.005177994
1/10/23,0.025152439024390245,0.010204082
1/11/23,0.014492753623188406,0.008586148
1/12/23,0.003412969,0.010882016036655211
1/13/23,0.002631579,0.007412399
1/14/23,0.009501188,0.009673519
1/15/23,0.00754717,0.004032258
1/16/23,0,0.008174387
1/17/23,0.005084746,0.00667881
1/18/23,0.012,0.005151689
1/19/23,0.004934211,0.003486345
1/20/23,0.005231037,0.005867014
1/21/23,0.014117647,0.003554502
1/22/23,0.00210084,0.002484472
1/23/23,0.016544117647058824,0.004907975
1/24/23,0.018916595012897677,0.025689223
1/25/23,0.009242144,0.014028056112224449
1/26/23,0.011914217633042097,0.010180995475113122
1/27/23,0.017128874388254486,0.007692308
1/28/23,0.00913242,0.00365408
1/29/23,0.03926097,0.014326647564469915
1/30/23,0.019366197,0.010025062656641603
1/31/23,0.007512521,0.008591065
2/1/23,0.013333333333333334,0.009750813
2/2/23,0.012987012987012988,0.011413043
2/3/23,0.016843971631205674,0.007955936
2/4/23,0.009727626,0.004860267
2/5/23,0.005825243,0.003731343
2/6/23,0.015177066,0.008104738
2/7/23,0.014049586776859505,0.006547619
2/8/23,0.015015015015015015,0.005364807
2/9/23,0.009159034,0.00777512
2/10/23,0.015979815,0.009491525
2/11/23,0.009389671,0.002347418
2/12/23,0.007407407,0.004491018
2/13/23,0.000917431,0.010511563
2/14/23,0.007182761,0.005297234
2/15/23,0.008627451,0.003405221
2/16/23,0.002415459,0.004517222
2/17/23,0.002259887,0.007352941
2/18/23,0,0.009744214
2/19/23,0.002518892,0.011435832274459974
2/20/23,0.004884005,0.007692308
2/21/23,0.004180602,0.011945392491467578
2/22/23,0.002439024,0.014784151
2/23/23,0.005020921,0.013218390804597701
2/24/23,0.007073386,0.012928248222365869
2/25/23,0.014492753623188406,0.015337423312883436
2/26/23,0.004237288,0.013351135
2/27/23,0.013501350135013501,0.011042944785276074
2/28/23,0.009538951,0.00960452
3/1/23,0.011676396997497914,0.004553216
3/2/23,0.003980892,0.005760369
3/3/23,0.004385965,0.008119925
3/4/23,0.004158004,0.013969732246798603
3/5/23,0.002150538,0.004026846
3/6/23,0.00990991,0.008233059
3/7/23,0.005258545,0.005257009
3/8/23,0.012519561815336464,0.004072135
3/9/23,0.005485893,0.00389755
3/10/23,0.003499563,0.009738284
3/11/23,0.009501188,0
3/12/23,0.005940594,0.007177033
3/13/23,0.012998266897746967,0.008388256
3/14/23,0.002606429,0.007527504
3/15/23,0.00432526,0.00528169
3/16/23,0.004177109,0.009049774
3/17/23,0.013204225352112676,0.008957134
3/18/23,0,0.009184845
3/19/23,0.008928571,0.006493506
3/20/23,0.003496503,0.008531383
3/21/23,0.001652893,0.007278835
3/22/23,0.009700889,0.006711409
3/23/23,0.007949126,0.004244032
3/24/23,0.002579536,0.006242197
3/25/23,0.012931034,0.005945303
3/26/23,0.004464286,0.010652463382157125
3/27/23,0.003734827,0.004469987
3/28/23,0.004215852,0.004347826
3/29/23,0.001666667,0.004263094
3/30/23,0.015408320493066256,0.007761194
3/31/23,0.002415459,0.005325444
4/1/23,0.002136752,0.008443908
4/2/23,0.011441647597254004,0.00630517
4/3/23,0.002900653,0.004385965
4/4/23,0.003162055,0.008422235
4/5/23,0.001592357,0.006845408
4/6/23,0.001530222,0.007660577
4/7/23,0.001777778,0.007902299
4/8/23,0.00245098,0.006451613
4/9/23,0,0.006163328
4/10/23,0.002678571,0.003738318
4/11/23,0.002431118,0.005711022
4/12/23,0.007843137,0.013317892298784018
4/13/23,0.006779661,0.012971698113207548
4/14/23,0.004128819,0.008039579
4/15/23,0.024886877828054297,0.011795543905635648
4/16/23,0.00228833,0.006570302
4/17/23,0.003392706,0.005415162
4/18/23,0.003281378,0.006977992
4/19/23,0.002386635,0.007427056
4/20/23,0.003003003,0.010638297872340425
4/21/23,0.000856898,0.006736069
4/22/23,0.002272727,0.004932182
4/23/23,0,0.009638554
4/24/23,0.005119454,0.013855421686746987
4/25/23,0.002267574,0.016057585825027684
4/26/23,0.012658227848101266,0.00556483
4/27/23,0.000734214,0.005005562
4/28/23,0.004329004,0.005198181
4/29/23,0,0.011682242990654205
4/30/23,0,0.003931848
5/1/23,0.001793722,0.005836576
5/2/23,0.003144654,0.007518797
5/3/23,0.002949853,0.007580175
5/4/23,0.006633499,0.008479709
5/5/23,0.003546099,0.006168609
5/6/23,0.001754386,0.007425743
5/7/23,0.001886792,0.002631579
5/8/23,0.001689189,0.010006253908692933
5/9/23,0.005124451,0.005534034
5/10/23,0.005017921,0.00880088
5/11/23,0.022174535050071532,0.011267605633802818
5/12/23,0.005555556,0.00498132
5/13/23,0,0.008674102
5/14/23,0.041420118,0.008997429
5/15/23,0.006644518,0.006221719
5/16/23,0.005886681,0.005690636
5/17/23,0.007336757,0.006138107
5/18/23,0.006010518,0.007898894
5/19/23,0.002336449,0.004643064
5/20/23,0,0.004555809
5/21/23,0.004282655,0
5/22/23,0.003262643,0.008022923
5/23/23,0.000789266,0.006444683
5/24/23,0.001416431,0.003606388
5/25/23,0.006661732,0.002080083
5/26/23,0.005862647,0.005344418
5/27/23,0.001956947,0.003436426
5/28/23,0.0375,0.003601441
5/29/23,0.007668712,0.016361886429258902
5/30/23,0.005937235,0.005646527
5/31/23,0.002259036,0.004670472
6/1/23,0.00984103,0.007095793
6/2/23,0.007413509,0.004839685
6/3/23,0.001912046,0.001184834
6/4/23,0.00591716,0.007453416
6/5/23,0.003344482,0.003510825
6/6/23,0.007633588,0.00511509
6/7/23,0.006401138,0.00748263
6/8/23,0.004857738,0.018153527
6/9/23,0.003695492,0.014857142857142857
6/10/23,0.005415162,0.019889502762430938
6/11/23,0.009057971,0.011454753722794959
6/12/23,0.009876543,0.01826484
6/13/23,0.024132730015082957,0.021716101694915255
6/14/23,0.010775862068965518,0.018229166666666668
6/15/23,0.003762227,0.018037135
6/16/23,0.016653449643140365,0.013739545997610514
6/17/23,0.001923077,0.011415525
6/18/23,0.00617284,0.015990159901599015
6/19/23,0.015330188679245283,0.013968253968253968
6/20/23,0.016719745222929936,0.024509803921568627
6/21/23,0.005267118,0.009713977
6/22/23,0.014825796886582653,0.007675439
6/23/23,0.013219284603421462,0.010804321728691477
6/24/23,0.035587189,0.032992036
6/25/23,0.029644268774703556,0.031630170316301706
6/26/23,0.011914893617021277,0.013165769000598444
6/27/23,0.013438735177865613,0.012028431
6/28/23,0.003631082,0.015735214324470972
6/29/23,0.003571429,0.011207335710646969
6/30/23,0.007283321,0.005223447
7/1/23,0.005780347,0.013590033975084938
7/2/23,0,0.006045949
7/3/23,0.001064963,0.005578801
7/4/23,0.00149925,0.008964143
7/5/23,0.002690583,0.006440281
7/6/23,0.0152,0.004278075
7/7/23,0.006525285,0.007058824
7/8/23,0.001848429,0.004259851
7/9/23,0.002141328,0.006369427
7/10/23,0.009499136,0.006362059
7/11/23,0.009160305,0.008780992
7/12/23,0.003660322,0.010204082
7/13/23,0.006632277,0.009081736
7/14/23,0.001712329,0.012836970474967908
7/15/23,0.001926782,0.009626955
7/16/23,0.002,0.005767013
7/17/23,0.003527337,0.00443459
7/18/23,0.006279435,0.008905186
7/19/23,0.006646972,0.009183673
7/20/23,0.009463722,0.029396325459317585
7/21/23,0.010670731707317074,0.024764150943396228
7/22/23,0.005671078,0.016166281755196306
7/23/23,0.001984127,0.017948717948717947
7/24/23,0.003487358,0.028923076923076923
7/25/23,0.009298394,0.015873015873015872
7/26/23,0.013868613138686132,0.012787724
7/27/23,0.003793627,0.009483667
7/28/23,0.004979253,0.011494252873563218
7/29/23,0.002267574,0.010078387458006719
7/30/23,0.006726457,0.012285012285012284
7/31/23,0.008014248,0.026003391746749576
8/1/23,0.006235386,0.023218142548596114
8/2/23,0.004058442,0.007170436
8/3/23,0.004045307,0.019294377067254686
8/4/23,0.012444444444444444,0.013557134
8/5/23,0.004149378,0.022248244
8/6/23,0.012931034,0.009650181
8/7/23,0.006024096,0.009384164
8/8/23,0.008892482,0.011308562197092083
8/9/23,0.009855951,0.023305084745762712
8/10/23,0.007075472,0.021463952
8/11/23,0.016920474,0.022962112514351322
8/12/23,0.003816794,0.025136612021857924
8/13/23,0.00811359,0.015037593984962405
8/14/23,0.011735122,0.015033073
8/15/23,0.004651163,0.009782609
8/16/23,0.007252216,0.007270694
8/17/23,0.005025126,0.015795207
8/18/23,0.014196983,0.013964784456587736
8/19/23,0.006342495,0.008264463
8/20/23,0.007905138,0.012406948
8/21/23,0.00952381,0.016412661195779603
8/22/23,0.00410509,0.011522134627046696
8/23/23,0.011619462599854757,0.008658009
8/24/23,0.007587253,0.015298317185109638
8/25/23,0.014675052410901468,0.014084507042253521
8/26/23,0.009727626,0.022701475595913734
8/27/23,0.021276596,0.021939953810623556
8/28/23,0.012100259291270527,0.019529006318207927
8/29/23,0.006584362,0.012840267077555213
8/30/23,0.004691165,0.013477088948787063
8/31/23,0.013309671694764862,0.011588275391956374
9/1/23,0.015167930660888408,0.009819967
9/2/23,0.013282732447817837,0.008658009
9/3/23,0.007042254,0.013496932515337423
9/4/23,0.03268945,0.019801980198019802
9/5/23,0.014143094841930116,0.009816754
9/6/23,0.007965243,0.015801354
9/7/23,0.003869969,0.01544196
9/8/23,0.011235955056179775,0.012605042016806723
9/9/23,0.008726003,0.015364916773367477
9/10/23,0.005366726,0.010044642857142858
9/11/23,0.014035087719298246,0.009849363
9/12/23,0.0144,0.023554603854389723
9/13/23,0.022188217,0.019807281
9/14/23,0.007413509,0.01883746
9/15/23,0.009700889,0.011961722488038277
9/16/23,0.011627906976744186,0.011273957158962795
9/17/23,0.019073569,0.011811023622047244
9/18/23,0.019065776930409915,0.014492753623188406
9/19/23,0.00892133,0.018911174785100286
9/20/23,0.019319938176197836,0.009873834
9/21/23,0.003358522,0.016228315612758813
9/22/23,0.013181019332161687,0.013333333333333334
9/23/23,0.007228916,0.011494252873563218
9/24/23,0.004962779,0.011135857461024499
9/25/23,0.011066398390342052,0.013609850939727802
9/26/23,0.011423550087873463,0.006123699
9/27/23,0.005033557,0.015544041450777202
9/28/23,0.008084074,0.020213363
9/29/23,0.003894081,0.014285714285714285
9/30/23,0.004123711,0.014271151885830785
10/1/23,0.009950249,0.008917197
10/2/23,0.001805054,0.008821676
10/3/23,0.010690789,0.014755959137343927
10/4/23,0.009009009,0.012813370473537604
10/5/23,0.00562701,0.009631728
10/6/23,0.00174216,0.013559322033898305
10/7/23,0.007462687,0.009039548
10/8/23,0,0.007438895
10/9/23,0.010250569476082005,0.008711886
10/10/23,0.003336113,0.006179775
10/11/23,0.00902379,0.004535147
10/12/23,0.000814332,0.007226237
10/13/23,0.002559727,0.003701419
10/14/23,0.003976143,0.009268795
10/15/23,0,0.002139037
10/16/23,0.005576208,0.009085747
10/17/23,0.007659574,0.004284949
10/18/23,0.004746835,0.004542873
10/19/23,0.003062787,0.003325942
10/20/23,0.005695688,0.010346926354230066
10/21/23,0.002123142,0.004255319
10/22/23,0.016091954022988506,0.004756243
10/23/23,0.005602241,0.005164622
10/24/23,0.003215434,0.003494467
10/25/23,0.002233805,0.00708061
10/26/23,0.001650165,0.007717751
10/27/23,0.011035653650254669,0.007570978
10/28/23,0.004201681,0.011410788381742738
10/29/23,0.002320186,0.004494382
10/30/23,0.003690037,0.007371007
10/31/23,0.005982906,0.010368663594470046
11/1/23,0.006446414,0.008064516
11/2/23,0.013234077750206782,0.010638297872340425
11/3/23,0.002564103,0.002830856
11/4/23,0.002375297,0.004155125
11/5/23,0.005780347,0.006655574
11/6/23,0.002678571,0.004733728
11/7/23,0.00324412,0.005376344
11/8/23,0.021820918,0.011708355508249068
11/9/23,0.003273322,0.006781429
11/10/23,0.005698006,0.005538462
11/11/23,0.002004008,0.006724304
11/12/23,0,0.006756757
11/13/23,0.00462963,0.006559332
11/14/23,0.008396306,0.004926108
11/15/23,0.007025761,0.004444444
11/16/23,0.004750594,0.00275786
11/17/23,0.004198153,0.00594884
11/18/23,0,0.004296455
11/19/23,0,0.003521127
11/20/23,0.002650177,0.004944376
11/21/23,0.004893964,0.004875406
11/22/23,0.002671416,0.004268293
11/23/23,0,0.005530973
11/24/23,0.001594896,0.005429864
11/25/23,0.00255102,0.001210654
11/26/23,0.002469136,0.001242236
11/27/23,0.001976285,0.004100762
11/28/23,0.002676182,0.007001167
11/29/23,0.004975124,0.003327787
11/30/23,0.005447471,0.003331483
12/1/23,0.001629992,0.008414239
12/2/23,0,0.005076142
12/3/23,0.00462963,0.002430134
12/4/23,0.010213556,0.004975124
12/5/23,0.006785411,0.006734007
12/6/23,0.021772939,0.010138740661686232
12/7/23,0.011137629276054098,0.010913268236645606
12/8/23,0.006090134,0.021800947867298578
12/9/23,0.009174312,0
12/10/23,0.024096385542168676,0.004608295
12/11/23,0.007534984,0.007334963
12/12/23,0.005,0.010156971375807941
12/13/23,0.003802281,0.008387698
12/14/23,0.012953367875647668,0.014370245139475908
12/15/23,0.010837438,0.011583011583011582
12/16/23,0.004219409,0.009628611
12/17/23,0.005586592,0.00619195
12/18/23,0.004424779,0.007121058
12/19/23,0.004884005,0.006914434
12/20/23,0.001426534,0.001002004
12/21/23,0.002944063,0.002932551
12/22/23,0.010296010296010296,0.007231405
12/23/23,0.007722008,0.00617284
12/24/23,0.002816901,0.011029411764705883
12/25/23,0.012886598,0.005424955
12/26/23,0.003072197,0.003174603
12/27/23,0.00390625,0.003679853
12/28/23,0.008356546,0.006066734
12/29/23,0.020833333333333332,0.015625
12/30/23,0,0.010917030567685589
12/31/23,0.002840909,0.010221465076660987